BathroomCount,BedroomCount,ConstructionYear,District,Fireplace,Garden,GardenArea,Kitchen,LivingArea,Locality,MonthlyCharges,NumberOfFacades,PEB,PostalCode,Price,PropertyId,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfSale
1,2,2002,Kortrijk,0,0,127,INSTALLED,120,Kortrijk,0,3,C,8500,850,20025639,West Flanders,Flanders,9,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2012,Brugge,0,0,127,INSTALLED,76,Brugge,35,3,B,8000,800,20025636,West Flanders,Flanders,2,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2023,Brussels,0,0,127,INSTALLED,95,Uccle,120,4,B,1180,1600,20025634,Brussels,Brussels,5,1,GOOD,apartment,333,0,1,2,residential_monthly_rent
1,1,2002,Brussels,0,0,127,SEMI_EQUIPPED,120,Woluwe-Saint-Lambert,0,3,B,1200,650,10917756,Brussels,Brussels,4,0,GOOD,kot,333,0,1,2,residential_monthly_rent
1,2,2017,Brussels,0,0,127,USA_INSTALLED,85,Bruxelles,100,2,B,1000,1100,20025589,Brussels,Brussels,5,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,3,2002,Brussels,1,0,127,INSTALLED,120,Ixelles,140,2,E,1050,1400,20025585,Brussels,Brussels,5,1,GOOD,apartment,333,0,0,2,residential_monthly_rent
2,4,2002,Brussels,0,0,127,HYPER_EQUIPPED,120,Etterbeek,100,2,B,1040,2150,20025579,Brussels,Brussels,5,0,GOOD,duplex,333,0,0,1,residential_monthly_rent
1,0,2002,Brussels,0,0,127,INSTALLED,30,Bruxelles,80,3,C,1000,730,20025583,Brussels,Brussels,5,1,AS_NEW,flat_studio,333,0,0,1,residential_monthly_rent
1,2,2018,Liège,0,1,150,HYPER_EQUIPPED,92,Visé - Lanaye,0,4,A+,4600,950,20025582,Liège,Wallonie,7,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Mons,0,1,1,INSTALLED,120,Audregnies,0,4,D,7382,950,20025578,Hainaut,Wallonie,5,1,AS_NEW,house,0,0,1,2,residential_monthly_rent
1,1,2024,Veurne,0,0,127,INSTALLED,70,Nieuwpoort,75,2,B,8620,1050,20025573,West Flanders,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2000,Namur,0,0,127,INSTALLED,120,Namur,40,3,B,5004,1030,20025570,Namur,Wallonie,5,0,AS_NEW,apartment,333,0,1,2,residential_monthly_rent
1,2,2002,Mechelen,0,0,127,INSTALLED,60,Nijlen,0,3,B,2560,680,20025567,Antwerp,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,3,1960,Dendermonde,0,1,250,INSTALLED,120,Buggenhout,0,3,D,9255,950,20025531,East Flanders,Flanders,5,0,GOOD,house,450,0,1,1,residential_monthly_rent
1,0,2002,Brussels,0,0,127,INSTALLED,25,Woluwe-Saint-Pierre,70,2,F,1150,800,20025533,Brussels,Brussels,5,1,JUST_RENOVATED,flat_studio,333,0,0,1,residential_monthly_rent
1,2,2024,Gent,0,0,127,INSTALLED,97,Gavere,65,3,B,9890,865,20025535,East Flanders,Flanders,1,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,0,2002,Brussels,0,0,127,INSTALLED,44,Ixelles,0,2,E,1050,800,20025527,Brussels,Brussels,5,0,GOOD,flat_studio,333,0,1,1,residential_monthly_rent
1,1,2002,Namur,0,0,127,INSTALLED,120,Tamines,10,3,F,5060,650,20025525,Namur,Wallonie,5,1,GOOD,ground_floor,333,0,1,1,residential_monthly_rent
1,1,2002,Mechelen,0,0,127,INSTALLED,82,Bonheiden,0,4,C,2820,1000,20025523,Antwerp,Flanders,5,0,GOOD,ground_floor,333,0,1,1,residential_monthly_rent
1,3,2002,Halle-Vilvoorde,1,0,127,USA_HYPER_EQUIPPED,90,Wezembeek-Oppem,0,3,B,1970,1400,20025517,Flemish Brabant,Flanders,5,2,AS_NEW,duplex,333,0,0,2,residential_monthly_rent
1,0,1972,Brussels,0,0,127,INSTALLED,30,Etterbeek,150,2,B,1040,950,20025514,Brussels,Brussels,5,1,AS_NEW,flat_studio,333,0,1,1,residential_monthly_rent
1,2,2002,Liège,0,0,127,USA_HYPER_EQUIPPED,111,Sprimont,150,3,A,4140,1250,20025512,Liège,Wallonie,5,0,AS_NEW,apartment,333,0,0,2,residential_monthly_rent
1,1,2002,Antwerp,0,0,127,INSTALLED,85,Antwerpen,150,2,B,2018,1250,20025503,Antwerp,Flanders,5,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
2,4,2024,Halle-Vilvoorde,0,0,127,INSTALLED,180,Rhode-Saint-Genese,100,3,B,1640,3200,20025501,Flemish Brabant,Flanders,5,0,GOOD,house,0,0,1,3,residential_monthly_rent
1,1,2002,Turnhout,0,0,127,INSTALLED,81,Vosselaar,100,3,A,2350,990,20025502,Antwerp,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,1960,Soignies,0,0,127,INSTALLED,120,Soignies,150,2,B,7060,790,20025495,Hainaut,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,5,2002,Mons,0,1,1,HYPER_EQUIPPED,120,Obourg,0,3,B,7034,1750,20025494,Hainaut,Wallonie,5,0,AS_NEW,villa,800,0,1,2,residential_monthly_rent
1,2,1993,Arlon,0,0,127,INSTALLED,90,Arlon,100,3,B,6700,940,20025493,Luxembourg,Wallonie,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Brussels,0,0,127,INSTALLED,130,Uccle,200,2,B,1180,1600,20025492,Brussels,Brussels,5,1,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Nivelles,0,0,127,USA_INSTALLED,65,Ottignies-Louvain-la-Neuve,30,4,B,1340,760,20025491,Walloon Brabant,Wallonie,3,0,JUST_RENOVATED,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Brugge,0,0,127,USA_HYPER_EQUIPPED,120,Brugge,0,3,B,8000,950,20025490,West Flanders,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Brussels,0,0,127,INSTALLED,59,Etterbeek,40,3,D,1040,1250,20025488,Brussels,Brussels,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
2,3,2002,Brussels,0,1,40,INSTALLED,175,Etterbeek,50,3,F,1040,1820,20025483,Brussels,Brussels,5,0,GOOD,apartment,333,0,0,3,residential_monthly_rent
1,0,2002,Mons,0,0,127,INSTALLED,40,Mons,0,3,B,7000,550,20025479,Hainaut,Wallonie,5,1,AS_NEW,flat_studio,333,0,0,1,residential_monthly_rent
1,2,1908,Brussels,1,1,50,HYPER_EQUIPPED,120,Etterbeek,50,3,D,1040,1600,20025477,Brussels,Brussels,5,1,AS_NEW,house,0,0,1,1,residential_monthly_rent
1,3,2002,Leuven,0,0,127,INSTALLED,132,Leuven,0,2,B,3000,1750,20025474,Flemish Brabant,Flanders,6,0,AS_NEW,house,76,0,1,1,residential_monthly_rent
1,2,2018,Brussels,0,0,127,USA_HYPER_EQUIPPED,120,Woluwe-Saint-Pierre,150,3,C,1150,1200,20025472,Brussels,Brussels,4,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Brussels,0,0,127,HYPER_EQUIPPED,125,Schaerbeek,350,3,B,1030,1450,20025467,Brussels,Brussels,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Brussels,0,0,127,INSTALLED,120,Anderlecht,100,2,B,1070,850,20025469,Brussels,Brussels,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2007,Roeselare,0,0,127,INSTALLED,93,Roeselare,50,3,A,8800,750,20025468,West Flanders,Flanders,5,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Liège,0,0,127,SEMI_EQUIPPED,65,Sougné-Remouchamps,0,2,D,4920,520,20025466,Liège,Wallonie,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Brussels,0,0,127,SEMI_EQUIPPED,120,Watermael-Boitsfort,250,2,F,1170,1250,20025465,Brussels,Brussels,7,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Brussels,0,0,127,INSTALLED,120,Schaerbeek,0,3,B,1030,850,20025458,Brussels,Brussels,3,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2017,Brussels,0,0,127,USA_INSTALLED,120,Bruxelles,15,2,E,1000,1080,20025455,Brussels,Brussels,2,1,JUST_RENOVATED,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Kortrijk,0,0,127,INSTALLED,120,Kuurne,30,3,B,8520,700,20025447,West Flanders,Flanders,2,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,1950,Liège,0,0,127,INSTALLED,75,Liège,0,3,B,4000,700,20025442,Liège,Wallonie,5,0,JUST_RENOVATED,apartment,333,0,0,1,residential_monthly_rent
2,3,2002,Halle-Vilvoorde,0,0,127,INSTALLED,147,Drogenbos,200,3,C,1620,1550,20025440,Flemish Brabant,Flanders,5,0,GOOD,duplex,333,0,0,1,residential_monthly_rent
1,3,2002,Mechelen,0,1,48,HYPER_EQUIPPED,132,Duffel,0,2,B,2570,1350,20025439,Antwerp,Flanders,5,0,AS_NEW,house,180,0,1,1,residential_monthly_rent
1,2,2002,Antwerp,0,1,65,INSTALLED,129,Borsbeek,0,2,C,2150,1200,20025436,Antwerp,Flanders,5,0,GOOD,house,0,0,1,2,residential_monthly_rent
1,2,2002,Leuven,0,0,127,INSTALLED,75,Leuven,120,3,C,3001,800,20025434,Flemish Brabant,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,1976,Brussels,0,0,127,INSTALLED,92,Ganshoren,180,3,C,1083,1200,20025429,Brussels,Brussels,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Mons,0,1,60,USA_INSTALLED,120,Mons,0,3,B,7000,700,20025428,Hainaut,Wallonie,4,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
2,3,2002,Thuin,0,1,100,INSTALLED,130,Gozée,115,3,A,6534,1100,20025426,Hainaut,Wallonie,5,2,AS_NEW,duplex,333,0,0,1,residential_monthly_rent
1,0,2002,Namur,0,0,127,INSTALLED,120,Namur,75,3,B,5000,575,20025427,Namur,Wallonie,5,0,GOOD,kot,333,0,0,1,residential_monthly_rent
1,1,2002,Brussels,0,0,127,INSTALLED,120,Ixelles,76,3,D,1050,886,20025425,Brussels,Brussels,4,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,3,2002,Turnhout,0,1,500,INSTALLED,270,Arendonk,0,4,C,2370,1500,20025423,Antwerp,Flanders,5,0,GOOD,house,770,0,1,2,residential_monthly_rent
1,2,2017,Brussels,0,0,127,INSTALLED,120,Uccle,0,2,B,1180,1350,20025422,Brussels,Brussels,3,0,AS_NEW,flat_studio,333,0,1,1,residential_monthly_rent
1,2,2002,Ath,0,0,127,INSTALLED,106,Frasnes-lez-Anvaing,0,2,B,7912,760,20025420,Hainaut,Wallonie,5,0,GOOD,apartment,333,0,1,2,residential_monthly_rent
1,0,2002,Namur,0,0,127,INSTALLED,120,Namur,75,3,B,5000,625,20025421,Namur,Wallonie,5,0,GOOD,flat_studio,333,0,0,1,residential_monthly_rent
1,2,2001,Brussels,0,0,127,INSTALLED,105,Woluwe-St-Lambert,150,2,C,1200,1489,20025416,Brussels,Brussels,6,1,AS_NEW,apartment,333,0,1,2,residential_monthly_rent
1,2,2002,Tongeren,0,0,127,INSTALLED,110,Lanaken,0,3,C,3620,905,20025413,Limburg,Flanders,5,0,AS_NEW,duplex,333,0,1,1,residential_monthly_rent
1,1,2002,Mons,0,0,127,USA_INSTALLED,120,Mons,0,3,B,7000,650,20025412,Hainaut,Wallonie,1,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2019,Roeselare,0,0,127,INSTALLED,70,Roeselare,80,3,A,8800,695,20025408,West Flanders,Flanders,5,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,1950,Brussels,0,0,127,HYPER_EQUIPPED,100,Uccle,195,2,C,1180,1650,20025405,Brussels,Brussels,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,1982,Mons,0,0,127,INSTALLED,120,Mons,200,2,B,7000,820,20025402,Hainaut,Wallonie,5,0,GOOD,apartment,333,0,1,2,residential_monthly_rent
2,3,2010,Gent,0,1,60,INSTALLED,200,Gent,0,3,C,9041,990,20025400,East Flanders,Flanders,1,2,AS_NEW,house,250,0,1,2,residential_monthly_rent
1,1,2002,Namur,0,0,127,INSTALLED,120,Namur,80,2,B,5000,595,20025399,Namur,Wallonie,3,0,GOOD,flat_studio,333,0,0,1,residential_monthly_rent
1,2,2002,Nivelles,0,1,20,INSTALLED,120,Chaumont-Gistoux,100,3,B,1325,450,20025397,Walloon Brabant,Wallonie,5,0,GOOD,kot,333,0,0,1,residential_monthly_rent
1,1,1930,Brussels,0,0,127,USA_INSTALLED,77,Bruxelles,35,2,D,1020,1050,20025391,Brussels,Brussels,3,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
2,3,2015,Brussels,0,0,127,HYPER_EQUIPPED,120,Ukkel,250,2,B,1180,2000,20025387,Brussels,Brussels,5,1,GOOD,apartment,333,0,1,2,residential_monthly_rent
1,1,2021,Brussels,0,0,127,INSTALLED,67,Brussel,180,3,A,1000,1375,20025386,Brussels,Brussels,5,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Nivelles,0,1,10,USA_INSTALLED,55,Rebecq,0,2,B,1430,650,20025381,Walloon Brabant,Wallonie,1,1,AS_NEW,flat_studio,333,0,0,1,residential_monthly_rent
1,3,1970,Hasselt,0,1,1,INSTALLED,169,Nieuwerkerken,0,3,C,3850,1300,20025378,Limburg,Flanders,5,1,JUST_RENOVATED,house,487,0,1,2,residential_monthly_rent
1,2,2020,Leuven,0,1,1,HYPER_EQUIPPED,120,Leuven,55,2,A+,3001,1165,20025380,Flemish Brabant,Flanders,5,0,AS_NEW,ground_floor,333,0,1,1,residential_monthly_rent
1,1,2002,Brussels,0,0,127,INSTALLED,120,Etterbeek,90,2,B,1040,950,20025370,Brussels,Brussels,4,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,1970,Gent,0,0,127,INSTALLED,89,Gent,50,2,C,9050,9010,20025371,East Flanders,Flanders,5,0,JUST_RENOVATED,apartment,333,0,1,1,residential_monthly_rent
2,4,2012,Antwerp,1,1,1,INSTALLED,350,Kontich,0,4,A,2550,3200,20025363,Antwerp,Flanders,5,1,AS_NEW,villa,850,1,1,3,residential_monthly_rent
1,4,2019,Sint-Niklaas,0,0,127,INSTALLED,250,Melsele,50,3,A,9120,1500,20025362,East Flanders,Flanders,5,1,GOOD,house,0,0,1,2,residential_monthly_rent
1,1,2002,Nivelles,0,0,127,USA_INSTALLED,40,Wavre,0,2,B,1300,850,20025335,Walloon Brabant,Wallonie,3,1,GOOD,duplex,333,0,0,1,residential_monthly_rent
1,2,2002,Liège,0,0,127,HYPER_EQUIPPED,120,Liège,0,3,B,4020,800,20025330,Liège,Wallonie,5,1,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,2,2018,Arlon,0,0,127,INSTALLED,80,Arlon,0,4,A,6700,1025,20025324,Luxembourg,Wallonie,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
2,4,2014,Nivelles,0,1,800,HYPER_EQUIPPED,300,Walhain,0,3,A+,1457,2900,20025318,Walloon Brabant,Wallonie,5,0,AS_NEW,house,1040,0,1,3,residential_monthly_rent
1,3,2002,Arlon,0,0,127,INSTALLED,108,Arlon,0,2,B,6700,1250,20025319,Luxembourg,Wallonie,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Turnhout,0,0,127,HYPER_EQUIPPED,42,Mol,25,2,C,2400,625,20025313,Antwerp,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,0,2002,Soignies,0,0,127,INSTALLED,120,La Louvière,50,3,B,7100,400,20025303,Hainaut,Wallonie,5,1,GOOD,flat_studio,333,0,0,1,residential_monthly_rent
1,2,2002,Brussels,0,0,127,INSTALLED,90,Saint-Gilles,50,2,B,1060,1200,20025302,Brussels,Brussels,7,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,1,1970,Antwerp,0,0,127,INSTALLED,70,Antwerpen,70,2,B,2060,670,20025298,Antwerp,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2013,Aalst,0,0,127,INSTALLED,111,Iddergem,0,3,B,9472,850,20025300,East Flanders,Flanders,7,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,2,2002,Dendermonde,0,1,50,SEMI_EQUIPPED,80,Opdorp,35,3,C,9255,830,20025284,East Flanders,Flanders,5,0,GOOD,ground_floor,333,0,1,1,residential_monthly_rent
1,1,2002,Antwerp,0,1,50,INSTALLED,70,Antwerpen,15,2,C,2610,925,20025274,Antwerp,Flanders,5,0,GOOD,ground_floor,333,0,1,1,residential_monthly_rent
1,2,2020,Brussels,0,0,127,HYPER_EQUIPPED,85,Evere,140,3,B,1140,1250,20025258,Brussels,Brussels,11,0,GOOD,apartment,333,0,1,0,residential_monthly_rent
1,1,2002,Brussels,0,0,127,INSTALLED,85,Ixelles,50,3,D,1050,1200,20025257,Brussels,Brussels,8,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,2,2002,Veurne,0,0,127,INSTALLED,120,De Panne,0,3,C,8660,600,20025253,West Flanders,Flanders,4,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2017,Veurne,0,0,127,INSTALLED,73,Nieuwpoort,0,3,A,8620,900,20025246,West Flanders,Flanders,10,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
0,1,2007,Veurne,0,0,127,INSTALLED,53,Nieuwpoort,0,3,B,8620,700,20025244,West Flanders,Flanders,8,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,1970,Antwerp,0,0,127,INSTALLED,70,Antwerpen,70,2,B,2060,700,20025233,Antwerp,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2017,Brugge,0,0,127,INSTALLED,70,Knokke,0,3,B,8300,1250,20025242,West Flanders,Flanders,8,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,1,2002,Soignies,0,0,127,INSTALLED,78,La Louvière,0,3,B,7110,600,20025232,Hainaut,Wallonie,5,0,AS_NEW,duplex,333,0,0,1,residential_monthly_rent
1,2,2014,Aalst,0,0,127,HYPER_EQUIPPED,125,Erpe-Mere,25,2,A,9420,850,20025231,East Flanders,Flanders,5,1,AS_NEW,apartment,333,0,1,2,residential_monthly_rent
1,2,2022,Brussels,0,0,127,HYPER_EQUIPPED,91,Woluwe-Saint-Lambert,140,4,B,1200,1950,20025227,Brussels,Brussels,5,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Leuven,0,0,127,INSTALLED,120,Leuven,85,3,B,3000,850,20025220,Flemish Brabant,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,1990,Leuven,0,1,1,INSTALLED,74,Leuven (Heverlee),120,2,B,3001,950,20025219,Flemish Brabant,Flanders,6,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Halle-Vilvoorde,0,1,1,INSTALLED,120,Dilbeek,0,4,D,1700,1100,20025211,Flemish Brabant,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,5,2006,Brugge,0,0,127,HYPER_EQUIPPED,220,Waardamme,0,3,A,8020,1250,20025209,West Flanders,Flanders,11,0,GOOD,house,283,0,0,1,residential_monthly_rent
1,2,2002,Antwerp,0,0,127,HYPER_EQUIPPED,120,Stabroek,15,3,B,2940,1250,20025195,Antwerp,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Brugge,0,0,127,INSTALLED,120,Torhout,0,3,B,8820,725,20025182,West Flanders,Flanders,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Gent,0,0,127,INSTALLED,70,Moerbeke,0,3,B,9180,700,20025183,East Flanders,Flanders,5,0,JUST_RENOVATED,apartment,333,0,1,1,residential_monthly_rent
1,1,1900,Brussels,0,0,127,INSTALLED,95,Bruxelles,100,3,G,1000,1200,20025175,Brussels,Brussels,3,0,JUST_RENOVATED,apartment,333,0,0,1,residential_monthly_rent
1,2,1920,Mons,0,1,16,NOT_INSTALLED,89,CUESMES,0,2,E,7033,650,20025174,Hainaut,Wallonie,5,1,TO_BE_DONE_UP,house,90,0,0,1,residential_monthly_rent
1,3,2002,Brugge,0,0,127,INSTALLED,120,Torhout,0,2,B,8820,875,20025177,West Flanders,Flanders,5,0,AS_NEW,house,0,0,1,1,residential_monthly_rent
2,5,2002,Mons,0,1,1,INSTALLED,196,Jurbise,0,3,B,7050,2000,20025170,Hainaut,Wallonie,5,0,AS_NEW,house,0,0,0,1,residential_monthly_rent
1,2,2002,Tielt,0,0,127,INSTALLED,120,Wingene,60,2,A,8750,890,20025169,West Flanders,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Antwerp,0,1,300,INSTALLED,120,Kalmthout,80,3,B,2920,950,20025168,Antwerp,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Antwerp,0,0,127,INSTALLED,91,Antwerpen (2060),0,3,C,2060,950,20025162,Antwerp,Flanders,3,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,1,2007,Oostend,0,0,127,INSTALLED,55,Oostende,50,3,B,8400,675,20025149,West Flanders,Flanders,5,0,GOOD,apartment,333,0,1,0,residential_monthly_rent
0,1,2002,Brugge,0,0,127,INSTALLED,120,Knokke,0,2,B,8300,925,20025143,West Flanders,Flanders,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Liège,0,0,127,HYPER_EQUIPPED,44,Liège,95,2,D,4000,525,10912226,Liège,Wallonie,5,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2013,Tournai,0,0,127,HYPER_EQUIPPED,98,TOURNAI,130,3,A,7500,850,10911732,Hainaut,Wallonie,5,1,AS_NEW,apartment,333,0,1,2,residential_monthly_rent
1,0,2002,Liège,0,0,127,INSTALLED,35,Liège,90,1,C,4020,590,20025135,Liège,Wallonie,1,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Brugge,0,0,127,INSTALLED,120,Brugge,0,2,C,8000,975,20025136,West Flanders,Flanders,5,0,GOOD,house,0,0,1,2,residential_monthly_rent
1,1,2018,Roeselare,0,0,127,INSTALLED,120,Dadizele,0,3,A,8890,850,20025133,West Flanders,Flanders,9,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Brugge,0,0,127,INSTALLED,120,Torhout,0,2,C,8820,650,20025127,West Flanders,Flanders,5,0,GOOD,ground_floor,333,0,1,1,residential_monthly_rent
1,1,1993,Brugge,0,0,127,INSTALLED,38,Knokke-Heist,0,3,B,8300,950,20025120,West Flanders,Flanders,1,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,1,1911,Brussels,0,0,127,INSTALLED,50,Etterbeek,40,1,D,1040,755,20025119,Brussels,Brussels,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Brugge,0,0,127,INSTALLED,120,Brugge,50,2,B,8310,850,20025117,West Flanders,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,1,2008,Philippeville,0,1,30,USA_SEMI_EQUIPPED,85,Gourdinne,130,3,C,5651,600,20025115,Namur,Wallonie,3,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,3,2002,Brugge,0,0,127,INSTALLED,120,Brugge,0,2,D,8000,950,20025110,West Flanders,Flanders,5,0,GOOD,house,0,0,1,3,residential_monthly_rent
1,2,2002,Brussels,0,0,127,HYPER_EQUIPPED,85,Anderlecht,0,2,B,1070,1150,20025108,Brussels,Brussels,6,0,JUST_RENOVATED,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Aalst,0,0,127,INSTALLED,70,Herzele,60,3,A,9550,900,20025109,East Flanders,Flanders,3,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Liège,0,0,127,INSTALLED,38,Liège,0,1,B,4000,450,20025107,Liège,Wallonie,1,1,AS_NEW,kot,333,0,0,1,residential_monthly_rent
1,2,2002,Aalst,0,0,127,INSTALLED,85,Herzele,60,3,A,9550,950,20025106,East Flanders,Flanders,3,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Mons,0,0,127,HYPER_EQUIPPED,92,Lens,80,2,C,7870,750,20025104,Hainaut,Wallonie,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Marche-en-Famenne,0,0,127,INSTALLED,120,Marche-en-Famenne,130,3,B,6900,800,20025105,Luxembourg,Wallonie,7,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,3,2019,Dinant,0,0,127,HYPER_EQUIPPED,100,Anhee,0,3,B,5537,950,20025101,Namur,Wallonie,5,0,AS_NEW,house,432,0,1,1,residential_monthly_rent
2,3,2002,Antwerp,0,0,127,INSTALLED,120,Wijnegem,75,3,A,2110,1125,20025099,Antwerp,Flanders,5,0,AS_NEW,apartment,333,0,1,2,residential_monthly_rent
1,1,2002,Marche-en-Famenne,0,0,127,INSTALLED,70,Marche en Famenne,120,3,A,6900,750,20025097,Luxembourg,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,4,2002,Huy,0,1,1,INSTALLED,120,Ouffet,0,3,B,4590,1050,20025092,Liège,Wallonie,5,0,AS_NEW,house,0,0,1,1,residential_monthly_rent
1,3,2024,Brugge,0,1,30,HYPER_EQUIPPED,120,Zedelgem,0,3,B,8210,1150,20025084,West Flanders,Flanders,5,0,AS_NEW,house,0,0,1,2,residential_monthly_rent
1,1,2002,Oostend,0,0,127,INSTALLED,60,Oostende,75,4,A,8400,675,20025085,West Flanders,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Oostend,0,0,127,INSTALLED,120,Oostende,0,4,F,8400,630,20025087,West Flanders,Flanders,5,0,GOOD,apartment,333,0,1,0,residential_monthly_rent
1,2,2020,Huy,0,1,200,HYPER_EQUIPPED,80,Ouffet,100,2,B,4590,850,20025076,Liège,Wallonie,5,1,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,3,2002,Kortrijk,0,0,127,INSTALLED,120,Menen,0,3,B,8930,770,10757765,West Flanders,Flanders,4,0,GOOD,house,0,0,1,2,residential_monthly_rent
1,1,2023,Nivelles,0,1,1000,INSTALLED,75,Court-St.-Etienne,1,2,A+,1490,1789,10757511,Walloon Brabant,Wallonie,5,1,GOOD,apartment,333,1,1,1,residential_monthly_rent
1,1,2002,Namur,0,0,127,INSTALLED,70,Bouge,180,2,B,5004,750,20025071,Namur,Wallonie,5,1,JUST_RENOVATED,ground_floor,333,0,1,1,residential_monthly_rent
2,3,1930,Brussels,0,0,127,INSTALLED,184,Woluwe-Saint-Pierre,250,3,E,1150,1800,20025067,Brussels,Brussels,5,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Liège,0,0,127,INSTALLED,70,Liège,0,3,B,4000,675,20025065,Liège,Wallonie,4,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
